频道,#genre#
SCTV-3高清,http://171.213.132.16:4022/udp/239.93.1.102:5140
SCTV-4高清,http://171.213.132.16:4022/udp/239.93.0.47:5140
SCTV-5高清,http://171.213.132.16:4022/udp/239.93.0.166:5140
SCTV-6高清,http://171.213.132.16:4022/udp/239.93.1.144:5140
SCTV-7高清,http://171.213.132.16:4022/udp/239.93.0.219:5140
SCTV-科教高清,http://171.213.132.16:4022/udp/239.93.42.44:5140
四川乡村高清,http://171.213.132.16:4022/udp/239.93.0.52:5140
康巴卫视,http://171.213.132.16:4022/udp/239.93.0.41:5140
江西卫视,http://171.213.132.16:4022/udp/239.93.0.134:5140
东南卫视,http://171.213.132.16:4022/udp/239.93.0.42:5140
黑龙江卫视,http://171.213.132.16:4022/udp/239.93.0.183:5140
重庆卫视,http://171.213.132.16:4022/udp/239.93.1.107:5140
贵州卫视,http://171.213.132.16:4022/udp/239.93.0.131:5140
湖北卫视,http://171.213.132.16:4022/udp/239.93.0.250:5140
安徽卫视,http://171.213.132.16:4022/udp/239.93.1.106:5140
河北卫视,http://171.213.132.16:4022/udp/239.93.0.132:5140
辽宁卫视,http://171.213.132.16:4022/udp/239.93.1.108:5140
云南卫视,http://171.213.132.16:4022/udp/239.93.1.174:5140
河南卫视,http://171.213.132.16:4022/udp/239.93.42.45:5140
广西卫视,http://171.213.132.16:4022/udp/239.93.42.46:5140
云南卫视,http://171.213.132.16:4022/udp/239.93.0.174:5140
吉林卫视,http://171.213.132.16:4022/udp/239.93.0.248:5140
陕西卫视,http://171.213.132.16:4022/udp/239.93.0.176:5140
山西卫视,http://171.213.132.16:4022/udp/239.93.0.6:5140
四川卫视,http://171.213.132.16:4022/udp/239.93.0.169:5140
四川卫视,http://171.213.132.16:4022/udp/239.93.1.188:5140
内蒙古卫视,http://171.213.132.16:4022/udp/239.93.0.8:5140
青海卫视,http://171.213.132.16:4022/udp/239.93.0.192:5140
宁夏卫视,http://171.213.132.16:4022/udp/239.93.0.247:5140
西藏卫视,http://171.213.132.16:4022/udp/239.93.0.175:5140
新疆卫视,http://171.213.132.16:4022/udp/239.93.0.194:5140
甘肃卫视,http://171.213.132.16:4022/udp/239.93.0.81:5140
海南卫视,http://171.213.132.16:4022/udp/239.93.0.80:5140
陕西农林,http://171.213.132.16:4022/udp/239.93.0.100:5140
兵团卫视,http://171.213.132.16:4022/udp/239.93.42.43:5140
峨眉电影高清,http://171.213.132.16:4022/udp/239.93.0.252:5140
厦门卫视,http://171.213.132.16:4022/udp/239.93.42.57:5140
三沙卫视,http://171.213.132.16:4022/udp/239.93.42.58:5140
山东教育卫视,http://171.213.132.16:4022/udp/239.93.1.196:5140
CCTV-5＋高清,http://171.213.132.16:4022/udp/239.93.1.36:8004
爱上4K,http://171.213.132.16:4022/udp/239.93.0.97:5140
爱上4K 17M2160,http://171.213.132.16:4022/udp/239.93.1.113:5140
爱上4K 17M2160,http://171.213.132.16:4022/udp/239.93.1.251:8224
四川康巴卫视,http://171.213.132.16:4022/udp/239.93.0.41:5140
四川公共乡村,http://171.213.132.16:4022/udp/239.93.0.52:5140
四川妇女儿童,http://171.213.132.16:4022/udp/239.93.0.219:5140
四川影视文艺,http://171.213.132.16:4022/udp/239.93.0.166:5140
四川影视文艺,http://171.213.132.16:4022/udp/239.93.1.195:5140
四川文化旅游,http://171.213.132.16:4022/udp/239.93.1.101:5140
四川文化旅游,http://171.213.132.16:4022/udp/239.93.1.20:5140
四川新闻,http://171.213.132.16:4022/udp/239.93.0.47:5140
四川经济,http://171.213.132.16:4022/udp/239.93.1.102:5140
四川经济,http://171.213.132.16:4022/udp/239.93.1.16:5140
峨眉电影,http://171.213.132.16:4022/udp/239.93.1.54:5140
峨眉电影,http://171.213.132.16:4022/udp/239.93.1.18:5140
凤凰中文,http://171.213.132.16:4022/udp/239.93.0.162:2192
凤凰中文,http://171.213.132.16:4022/udp/239.93.1.9:2192
凤凰资讯,http://171.213.132.16:4022/udp/239.93.0.118:2191
凤凰资讯,http://171.213.132.16:4022/udp/239.93.1.4:2191
星空,http://171.213.132.16:4022/udp/239.93.0.156:2193
星空,http://171.213.132.16:4022/udp/239.93.1.10:2193
CHANNEL-V,http://171.213.132.16:4022/udp/239.93.0.157:2194
CHANNEL-V,http://171.213.132.16:4022/udp/239.93.1.7:2194
CDTV-2,http://171.213.132.16:4022/udp/239.93.0.17:1239
CDTV-3,http://171.213.132.16:4022/udp/239.93.0.18:1238
CDTV-4,http://171.213.132.16:4022/udp/239.93.0.19:1250
CDTV-5高清,http://171.213.132.16:4022/udp/239.93.1.231:5140
CDTV-6,http://171.213.132.16:4022/udp/239.93.0.21:1251
CDTV-8高清,http://171.213.132.16:4022/udp/239.93.0.22:1252
上海纪实高清,http://171.213.132.16:4022/udp/239.93.1.137:5140
金鹰纪实高清,http://171.213.132.16:4022/udp/239.93.0.130:5140
CETV-1高清,http://171.213.132.16:4022/udp/239.93.1.111:5140
熊猫新闻高清,http://171.213.132.16:4022/udp/239.93.1.112:5140
熊猫体娱高清,http://171.213.132.16:4022/udp/239.93.0.94:5140
熊猫少儿高清,http://171.213.132.16:4022/udp/239.93.1.189:5140
熊猫影院高清,http://171.213.132.16:4022/udp/239.93.0.214:5140
睛彩四川,http://171.213.132.16:4022/udp/239.93.0.126:5140
成都体育高清,http://171.213.132.16:4022/udp/239.93.0.224:1281
熊猫频道高清,http://171.213.132.16:4022/udp/239.93.0.211:9148
金熊猫卡通高清,http://171.213.132.16:4022/udp/239.93.1.172:5140
炫动卡通,http://171.213.132.16:4022/udp/239.93.0.173:5140
嘉佳卡通,http://171.213.132.16:4022/udp/239.93.0.246:5140
收视导视高清,http://171.213.132.16:4022/udp/239.93.1.39:5140
熊猫爱生活高清,http://171.213.132.16:4022/udp/239.93.1.190:5140
大爱四川高清,http://171.213.132.16:4022/udp/239.93.1.110:5140
大爱旅游高清,http://171.213.132.16:4022/udp/239.93.42.70:5140
大爱生活高清,http://171.213.132.16:4022/udp/239.93.42.71:5140
大爱时尚高清,http://171.213.132.16:4022/udp/239.93.42.72:5140
HD看电影,http://171.213.132.16:4022/udp/239.93.42.47:5140
家政频道高清,http://171.213.132.16:4022/udp/239.93.42.48:5140
CETV-2,http://171.213.132.16:4022/udp/239.93.0.113:5140
CETV-4,http://171.213.132.16:4022/udp/239.93.0.50:5140
经典电影,http://171.213.132.16:4022/udp/239.93.0.57:9024
华语影院,http://171.213.132.16:4022/udp/239.93.0.138:5140
星光院线,http://171.213.132.16:4022/udp/239.93.0.139:5140
全球大片,http://171.213.132.16:4022/udp/239.93.0.105:5140
热播剧场,http://171.213.132.16:4022/udp/239.93.0.56:9020
热门剧场,http://171.213.132.16:4022/udp/239.93.0.140:5140
港剧风云,http://171.213.132.16:4022/udp/239.93.0.143:5140
谍战剧场,http://171.213.132.16:4022/udp/239.93.0.95:5140
卡酷动画,http://171.213.132.16:4022/udp/239.93.0.208:5140
金鹰卡通,http://171.213.132.16:4022/udp/239.93.0.108:5140
优漫卡通,http://171.213.132.16:4022/udp/239.93.0.251:5140
宝宝动画高清,http://171.213.132.16:4022/udp/239.93.0.147:5140
少儿动画高清,http://171.213.132.16:4022/udp/239.93.0.193:9000
青春动漫,http://171.213.132.16:4022/udp/239.93.0.146:5140
热门综艺高清,http://171.213.132.16:4022/udp/239.93.0.151:5140
音乐现场高清,http://171.213.132.16:4022/udp/239.93.0.198:9044
戏曲精选,http://171.213.132.16:4022/udp/239.93.0.144:5140
戏曲,http://171.213.132.16:4022/udp/239.93.0.217:9208
魅力时尚高清,http://171.213.132.16:4022/udp/239.93.0.190:9012
生活时尚,http://171.213.132.16:4022/udp/239.93.0.106:5140
爱生活高清,http://171.213.132.16:4022/udp/239.93.0.206:8028
汽摩高清,http://171.213.132.16:4022/udp/239.93.0.62:5140
财富天下,http://171.213.132.16:4022/udp/239.93.0.116:9136
股评汇,http://171.213.132.16:4022/udp/239.93.0.141:5140
爱体育,http://171.213.132.16:4022/udp/239.93.0.135:9008
电竞天堂高清,http://171.213.132.16:4022/udp/239.93.1.135:5140
游戏风云,http://171.213.132.16:4022/udp/239.93.0.136:5140
汽车频道,http://171.213.132.16:4022/udp/239.93.0.117:1292
足球高清,http://171.213.132.16:4022/udp/239.93.0.197:9040
高网高清,http://171.213.132.16:4022/udp/239.93.0.202:9068
台球高清,http://171.213.132.16:4022/udp/239.93.0.203:9072
纪实人文,http://171.213.132.16:4022/udp/239.93.1.154:5140
墨宝高清,http://171.213.132.16:4022/udp/239.93.0.215:9132
军事高清,http://171.213.132.16:4022/udp/239.93.0.204:9076
解密高清,http://171.213.132.16:4022/udp/239.93.0.199:9048
地理高清,http://171.213.132.16:4022/udp/239.93.0.200:9052
传奇,http://171.213.132.16:4022/udp/239.93.0.235:1282
导视,http://171.213.132.16:4022/udp/239.93.0.129:5140
收视指南,http://171.213.132.16:4022/udp/239.93.0.195:8012
资讯新干线,http://171.213.132.16:4022/udp/239.93.0.236:1283
蓉城先锋,http://171.213.132.16:4022/udp/239.93.0.91:2101
星空精选高清,http://171.213.132.16:4022/udp/239.93.1.171:5140
东方财经高清,http://171.213.132.16:4022/udp/239.93.1.165:5140
CGTN西班牙语,http://171.213.132.16:4022/udp/239.93.42.49:5140
CGTN法语,http://171.213.132.16:4022/udp/239.93.42.50:5140
百姓健康,http://171.213.132.16:4022/udp/239.93.42.35:5140
爱怀旧高清,http://171.213.132.16:4022/udp/239.93.42.21:5140
爱喜剧高清,http://171.213.132.16:4022/udp/239.93.42.9:5140
爱奇谈高清,http://171.213.132.16:4022/udp/239.93.42.22:5140
爱科幻高清,http://171.213.132.16:4022/udp/239.93.42.10:5140
爱院线高清,http://171.213.132.16:4022/udp/239.93.42.11:5140
都市剧场,http://171.213.132.16:4022/udp/239.93.42.30:5140
爱谍战高清,http://171.213.132.16:4022/udp/239.93.42.14:5140
爱经典高清,http://171.213.132.16:4022/udp/239.93.42.13:5140
爱悬疑高清,http://171.213.132.16:4022/udp/239.93.42.12:5140
爱青春高清,http://171.213.132.16:4022/udp/239.93.42.16:5140
爱都市高清,http://171.213.132.16:4022/udp/239.93.42.15:5140
少儿天地,http://171.213.132.16:4022/udp/239.93.42.34:5140
爱幼教高清,http://171.213.132.16:4022/udp/239.93.42.17:5140
爱玩具高清,http://171.213.132.16:4022/udp/239.93.42.18:5140
爱动漫高清,http://171.213.132.16:4022/udp/239.93.42.23:5140
求索频道高清,http://171.213.132.16:4022/udp/239.93.42.24:5140
爱电竞高清,http://171.213.132.16:4022/udp/239.93.42.19:5140
爱赛车高清,http://171.213.132.16:4022/udp/239.93.42.20:5140
爱宠宠物,http://171.213.132.16:4022/udp/239.93.42.32:5140
生活时尚,http://171.213.132.16:4022/udp/239.93.42.29:5140
环球旅游,http://171.213.132.16:4022/udp/239.93.42.31:5140
来钓鱼吧,http://171.213.132.16:4022/udp/239.93.42.8:5140
麻辣体育,http://171.213.132.16:4022/udp/239.93.42.2:5140
绚影4K,http://171.213.132.16:4022/udp/239.93.42.33:5140
先锋乒羽,http://171.213.132.16:4022/udp/239.93.42.56:5140
天元围棋,http://171.213.132.16:4022/udp/239.93.42.55:5140
快乐垂钓,http://171.213.132.16:4022/udp/239.93.1.151:5140
茶频道,http://171.213.132.16:4022/udp/239.93.0.114:5140
热血剧场,http://171.213.132.16:4022/udp/239.93.1.198:5140
乐龄学堂,http://171.213.132.16:4022/udp/239.93.1.179:5140
亲子趣学4K,http://171.213.132.16:4022/udp/239.93.1.191:5140
津津悦读4K,http://171.213.132.16:4022/udp/239.93.1.197:5140
动画番剧,http://171.213.132.16:4022/udp/239.93.1.177:5140
中录动漫4K,http://171.213.132.16:4022/udp/239.93.1.188:5140
熊猫24小时,http://171.213.132.16:4022/udp/239.93.1.178:5140
综艺咖秀,http://171.213.132.16:4022/udp/239.93.1.175:5140
红色经典,http://171.213.132.16:4022/udp/239.93.1.176:5140
4K超高清电影,http://171.213.132.16:4022/udp/239.93.1.156:5140
4K乐享超清,http://171.213.132.16:4022/udp/239.93.0.43:5140
i成都,http://171.213.132.16:4022/udp/239.93.1.104:1234
中国体育1,http://171.213.132.16:4022/udp/239.93.42.25:5140
中国体育2,http://171.213.132.16:4022/udp/239.93.42.26:5140
中国体育3,http://171.213.132.16:4022/udp/239.93.42.27:5140


CCTV1综合,http://115.207.183.14:8881/rtp/233.50.201.118:5140
CCTV2财经,http://115.207.183.14:8881/rtp/233.50.201.119:5140
CCTV3综艺,http://115.207.183.14:8881/rtp/233.50.201.196:5140
CCTV4中文国际,http://115.207.183.14:8881/rtp/233.50.201.4:5140
CCTV5体育,http://115.207.183.14:8881/rtp/233.50.201.197:5140
CCTV6电影,http://115.207.183.14:8881/rtp/233.50.201.198:5140
CCTV7国防军事,http://115.207.183.14:8881/rtp/233.50.201.120:5140
CCTV8电视剧,http://115.207.183.14:8881/rtp/233.50.201.199:5140
CCTV9记录,http://115.207.183.14:8881/rtp/233.50.201.121:5140
CCTV10科教,http://115.207.183.14:8881/rtp/233.50.201.122:5140
CCTV11戏曲,http://115.207.183.14:8881/rtp/233.50.201.11:5140
CCTV12社会与法,http://115.207.183.14:8881/rtp/233.50.201.123:5140
CCTV13新闻,http://115.207.183.14:8881/rtp/233.50.201.246:5140
CCTV14少儿,http://115.207.183.14:8881/rtp/233.50.201.124:5140
CCTV15音乐,http://115.207.183.14:8881/rtp/233.50.201.15:5140
CCTV17农村农业,http://115.207.183.14:8881/rtp/233.50.201.35:5140
CCTV16奥林匹克HD,http://115.207.183.14:8881/rtp/233.50.201.192:5140
CCTV16 4k,http://115.207.183.14:8881/rtp/233.50.201.63:5140
CCTV5+,http://115.207.183.14:8881/rtp/233.50.201.220:5140
浙江卫视,http://115.207.183.14:8881/rtp/233.50.201.100:5140
深圳卫视,http://115.207.183.14:8881/rtp/233.50.201.101:5140
广东卫视,http://115.207.183.14:8881/rtp/233.50.201.102:5140
湖南卫视,http://115.207.183.14:8881/rtp/233.50.201.103:5140
天津卫视,http://115.207.183.14:8881/rtp/233.50.201.104:5140
山东卫视,http://115.207.183.14:8881/rtp/233.50.201.105:5140
江苏卫视,http://115.207.183.14:8881/rtp/233.50.201.106:5140
北京卫视,http://115.207.183.14:8881/rtp/233.50.201.107:5140
四川卫视,http://115.207.183.14:8881/rtp/233.50.201.139:5140
河北卫视,http://115.207.183.14:8881/rtp/233.50.201.140:5140
辽宁卫视,http://115.207.183.14:8881/rtp/233.50.201.141:5140
贵州卫视,http://115.207.183.14:8881/rtp/233.50.201.142:5140
重庆卫视,http://115.207.183.14:8881/rtp/233.50.201.143:5140
河南卫视,http://115.207.183.14:8881/rtp/233.50.201.144:5140
江西卫视,http://115.207.183.14:8881/rtp/233.50.201.145:5140
东南卫视,http://115.207.183.14:8881/rtp/233.50.201.146:5140
安徽卫视,http://115.207.183.14:8881/rtp/233.50.201.113:5140
湖北卫视,http://115.207.183.14:8881/rtp/233.50.201.114:5140
黑龙江卫视,http://115.207.183.14:8881/rtp/233.50.201.115:5140
东方卫视,http://115.207.183.14:8881/rtp/233.50.201.125:5140
内蒙古卫视,http://115.207.183.14:8881/rtp/233.50.201.148:5140
甘肃卫视,http://115.207.183.14:8881/rtp/233.50.201.149:5140
海南卫视,http://115.207.183.14:8881/rtp/233.50.201.55:5140
青海卫视,http://115.207.183.14:8881/rtp/233.50.201.65:5140
西藏卫视,http://115.207.183.14:8881/rtp/233.50.201.70:5140
陕西卫视,http://115.207.183.14:8881/rtp/233.50.201.59:5140
兵团卫视,http://115.207.183.14:8881/rtp/233.50.201.72:5140
山西卫视,http://115.207.183.14:8881/rtp/233.50.201.51:5140
宁夏卫视,http://115.207.183.14:8881/rtp/233.50.201.57:5140
广西卫视,http://115.207.183.14:8881/rtp/233.50.201.49:5140
云南卫视,http://115.207.183.14:8881/rtp/233.50.201.46:5140
吉林卫视,http://115.207.183.14:8881/rtp/233.50.201.48:5140
浙江经济生活,http://115.207.183.14:8881/rtp/233.50.201.133:5140
浙江教育,http://115.207.183.14:8881/rtp/233.50.201.134:5140
浙江民生,http://115.207.183.14:8881/rtp/233.50.201.136:5140
浙江news,http://115.207.183.14:8881/rtp/233.50.201.137:5140
浙江少儿,http://115.207.183.14:8881/rtp/233.50.201.138:5140
中国教育一套,http://115.207.183.14:8881/rtp/233.50.201.75:5140
中国教育四套,http://115.207.183.14:8881/rtp/233.50.201.172:5140
凤凰卫视中文,http://115.207.183.14:8881/rtp/233.50.200.191:5140
凤凰卫视资讯,http://115.207.183.14:8881/rtp/233.50.200.192:5140
CGTN,http://115.207.183.14:8881/rtp/233.50.201.126:5140
CGTN-西班牙语,http://115.207.183.14:8881/rtp/233.50.201.36:5140
CGTN-法语,http://115.207.183.14:8881/rtp/233.50.201.37:5140
CGTN-阿拉伯语,http://115.207.183.14:8881/rtp/233.50.201.38:5140
CGTN-俄语,http://115.207.183.14:8881/rtp/233.50.201.39:5140
钱江频道,http://115.207.183.14:8881/rtp/233.50.201.132:5140
杭州1综合,http://115.207.183.14:8881/rtp/233.50.201.173:5140
杭州2明珠,http://115.207.183.14:8881/rtp/233.50.201.174:5140
杭州3生活,http://115.207.183.14:8881/rtp/233.50.201.175:5140
杭州4影视,http://115.207.183.14:8881/rtp/233.50.201.176:5140
杭州5青少,http://115.207.183.14:8881/rtp/233.50.201.177:5140
杭州导视,http://115.207.183.14:8881//rtp/233.50.201.182:5140
极速汽车,http://115.207.183.14:8881/rtp/233.50.201.208:5140
宁波TV1,http://115.207.183.14:8881/rtp/233.50.201.168:5140
宁波TV2,http://115.207.183.14:8881/rtp/233.50.201.178:5140
宁波TV3,http://115.207.183.14:8881/rtp/233.50.201.179:5140
宁波TV4,http://115.207.183.14:8881/rtp/233.50.201.180:5140
宁波TV5,http://115.207.183.14:8881/rtp/233.50.201.181:5140
温州新闻,http://115.207.183.14:8881/rtp/233.50.201.87:5140
衢州新闻,http://115.207.183.14:8881/rtp/233.50.201.155:5140
绍兴新闻,http://115.207.183.14:8881/rtp/233.50.201.156:5140
台州-1,http://115.207.183.14:8881/rtp/233.50.201.157:5140
湖州公共,http://115.207.183.14:8881/rtp/233.50.201.158:5140
金华新闻,http://115.207.183.14:8881/rtp/233.50.201.161:5140
丽水新闻,http://115.207.183.14:8881/rtp/233.50.201.162:5140
嘉兴新闻,http://115.207.183.14:8881/rtp/233.50.201.163:5140
桐乡新闻,http://115.207.183.14:8881/rtp/233.50.201.169:5140
杭州导视,http://115.207.183.14:8881/rtp/233.50.201.182:5140
之江记录,http://115.207.183.14:8881/rtp/233.50.202.25:5140
优优宝贝,http://115.207.183.14:8881/rtp/233.50.202.24:5140
YMG新闻,http://115.207.183.14:8881//rtp/233.50.201.159:5140
法制天地,http://115.207.183.14:8881/rtp/233.50.201.191:5140
金鹰卡通,http://115.207.183.14:8881/rtp/233.50.201.73:5140
哈哈炫动,http://115.207.183.14:8881/rtp/233.50.201.74:5140
动漫秀场,http://115.207.183.14:8881/rtp/233.50.201.184:5140
游戏风云,http://115.207.183.14:8881/rtp/233.50.201.183:5140
乐游,http://115.207.183.14:8881/rtp/233.50.201.185:5140
金色学堂,http://115.207.183.14:8881/rtp/233.50.201.186:5140
生活时尚,http://115.207.183.14:8881/rtp/233.50.201.187:5140
茶频道,http://115.207.183.14:8881/rtp/233.50.201.188:5140
快乐垂钓,http://115.207.183.14:8881/rtp/233.50.201.109:5140
BesTV,http://115.207.183.14:8881/rtp/233.50.201.201:5140
中国蓝直播,http://115.207.183.14:8881/rtp/233.50.201.193:5140
新视觉HD,http://115.207.183.14:8881/rtp/233.50.201.244:5140
欢笑剧场,http://115.207.183.14:8881/rtp/233.50.201.189:5140
都市剧场,http://115.207.183.14:8881/rtp/233.50.201.190:5140
电视购物,http://115.207.183.14:8881/rtp/233.50.201.248:5140
家有购物,http://115.207.183.14:8881/rtp/233.50.201.90:5140
游戏频道,http://115.207.183.14:8881/rtp/233.50.201.207:5140
游戏频道,http://115.207.183.14:8881/rtp/233.50.201.215:5140
未知频道,http://115.207.183.14:8881/rtp/233.50.201.224:5140
中国蓝直播,http://115.207.183.14:8881/rtp/233.50.201.108:5140
浙江之声广播,http://115.207.183.14:8881/rtp/233.50.201.79:5140
浙江新闻广播,http://115.207.183.14:8881/rtp/233.50.201.80:5140
经济频道广播,http://115.207.183.14:8881/rtp/233.50.201.81:5140
音乐调频广播,http://115.207.183.14:8881/rtp/233.50.201.82:5140
交通之声广播,http://115.207.183.14:8881/rtp/233.50.201.83:5140
旅游之声广播,http://115.207.183.14:8881/rtp/233.50.201.84:5140
城市之声广播,http://115.207.183.14:8881/rtp/233.50.201.85:5140
民生资讯广播,http://115.207.183.14:8881/rtp/233.50.201.86:5140

CCTV1综合,http://122.231.41.93:4022/rtp/233.50.201.118:5140
CCTV2财经,http://122.231.41.93:4022/rtp/233.50.201.119:5140
CCTV3综艺,http://122.231.41.93:4022/rtp/233.50.201.196:5140
CCTV4中文国际,http://122.231.41.93:4022/rtp/233.50.201.4:5140
CCTV5体育,http://122.231.41.93:4022/rtp/233.50.201.197:5140
CCTV6电影,http://122.231.41.93:4022/rtp/233.50.201.198:5140
CCTV7国防军事,http://122.231.41.93:4022/rtp/233.50.201.120:5140
CCTV8电视剧,http://122.231.41.93:4022/rtp/233.50.201.199:5140
CCTV9记录,http://122.231.41.93:4022/rtp/233.50.201.121:5140
CCTV10科教,http://122.231.41.93:4022/rtp/233.50.201.122:5140
CCTV11戏曲,http://122.231.41.93:4022/rtp/233.50.201.11:5140
CCTV12社会与法,http://122.231.41.93:4022/rtp/233.50.201.123:5140
CCTV13新闻,http://122.231.41.93:4022/rtp/233.50.201.246:5140
CCTV14少儿,http://122.231.41.93:4022/rtp/233.50.201.124:5140
CCTV15音乐,http://122.231.41.93:4022/rtp/233.50.201.15:5140
CCTV17农村农业,http://122.231.41.93:4022/rtp/233.50.201.35:5140
CCTV16奥林匹克HD,http://122.231.41.93:4022/rtp/233.50.201.192:5140
CCTV16 4k,http://122.231.41.93:4022/rtp/233.50.201.63:5140
CCTV5+,http://122.231.41.93:4022/rtp/233.50.201.220:5140
浙江卫视,http://122.231.41.93:4022/rtp/233.50.201.100:5140
深圳卫视,http://122.231.41.93:4022/rtp/233.50.201.101:5140
广东卫视,http://122.231.41.93:4022/rtp/233.50.201.102:5140
湖南卫视,http://122.231.41.93:4022/rtp/233.50.201.103:5140
天津卫视,http://122.231.41.93:4022/rtp/233.50.201.104:5140
山东卫视,http://122.231.41.93:4022/rtp/233.50.201.105:5140
江苏卫视,http://122.231.41.93:4022/rtp/233.50.201.106:5140
北京卫视,http://122.231.41.93:4022/rtp/233.50.201.107:5140
四川卫视,http://122.231.41.93:4022/rtp/233.50.201.139:5140
河北卫视,http://122.231.41.93:4022/rtp/233.50.201.140:5140
辽宁卫视,http://122.231.41.93:4022/rtp/233.50.201.141:5140
贵州卫视,http://122.231.41.93:4022/rtp/233.50.201.142:5140
重庆卫视,http://122.231.41.93:4022/rtp/233.50.201.143:5140
河南卫视,http://122.231.41.93:4022/rtp/233.50.201.144:5140
江西卫视,http://122.231.41.93:4022/rtp/233.50.201.145:5140
东南卫视,http://122.231.41.93:4022/rtp/233.50.201.146:5140
安徽卫视,http://122.231.41.93:4022/rtp/233.50.201.113:5140
湖北卫视,http://122.231.41.93:4022/rtp/233.50.201.114:5140
黑龙江卫视,http://122.231.41.93:4022/rtp/233.50.201.115:5140
东方卫视,http://122.231.41.93:4022/rtp/233.50.201.125:5140
内蒙古卫视,http://122.231.41.93:4022/rtp/233.50.201.148:5140
甘肃卫视,http://122.231.41.93:4022/rtp/233.50.201.149:5140
海南卫视,http://122.231.41.93:4022/rtp/233.50.201.55:5140
青海卫视,http://122.231.41.93:4022/rtp/233.50.201.65:5140
西藏卫视,http://122.231.41.93:4022/rtp/233.50.201.70:5140
陕西卫视,http://122.231.41.93:4022/rtp/233.50.201.59:5140
兵团卫视,http://122.231.41.93:4022/rtp/233.50.201.72:5140
山西卫视,http://122.231.41.93:4022/rtp/233.50.201.51:5140
宁夏卫视,http://122.231.41.93:4022/rtp/233.50.201.57:5140
广西卫视,http://122.231.41.93:4022/rtp/233.50.201.49:5140
云南卫视,http://122.231.41.93:4022/rtp/233.50.201.46:5140
吉林卫视,http://122.231.41.93:4022/rtp/233.50.201.48:5140
浙江经济生活,http://122.231.41.93:4022/rtp/233.50.201.133:5140
浙江教育,http://122.231.41.93:4022/rtp/233.50.201.134:5140
浙江民生,http://122.231.41.93:4022/rtp/233.50.201.136:5140
浙江news,http://122.231.41.93:4022/rtp/233.50.201.137:5140
浙江少儿,http://122.231.41.93:4022/rtp/233.50.201.138:5140
中国教育一套,http://122.231.41.93:4022/rtp/233.50.201.75:5140
中国教育四套,http://122.231.41.93:4022/rtp/233.50.201.172:5140
凤凰卫视中文,http://122.231.41.93:4022/rtp/233.50.200.191:5140
凤凰卫视资讯,http://122.231.41.93:4022/rtp/233.50.200.192:5140
CGTN,http://122.231.41.93:4022/rtp/233.50.201.126:5140
CGTN-西班牙语,http://122.231.41.93:4022/rtp/233.50.201.36:5140
CGTN-法语,http://122.231.41.93:4022/rtp/233.50.201.37:5140
CGTN-阿拉伯语,http://122.231.41.93:4022/rtp/233.50.201.38:5140
CGTN-俄语,http://122.231.41.93:4022/rtp/233.50.201.39:5140
钱江频道,http://122.231.41.93:4022/rtp/233.50.201.132:5140
杭州1综合,http://122.231.41.93:4022/rtp/233.50.201.173:5140
杭州2明珠,http://122.231.41.93:4022/rtp/233.50.201.174:5140
杭州3生活,http://122.231.41.93:4022/rtp/233.50.201.175:5140
杭州4影视,http://122.231.41.93:4022/rtp/233.50.201.176:5140
杭州5青少,http://122.231.41.93:4022/rtp/233.50.201.177:5140
杭州导视,http://122.231.41.93:4022//rtp/233.50.201.182:5140
极速汽车,http://122.231.41.93:4022/rtp/233.50.201.208:5140
宁波TV1,http://122.231.41.93:4022/rtp/233.50.201.168:5140
宁波TV2,http://122.231.41.93:4022/rtp/233.50.201.178:5140
宁波TV3,http://122.231.41.93:4022/rtp/233.50.201.179:5140
宁波TV4,http://122.231.41.93:4022/rtp/233.50.201.180:5140
宁波TV5,http://122.231.41.93:4022/rtp/233.50.201.181:5140
温州新闻,http://122.231.41.93:4022/rtp/233.50.201.87:5140
衢州新闻,http://122.231.41.93:4022/rtp/233.50.201.155:5140
绍兴新闻,http://122.231.41.93:4022/rtp/233.50.201.156:5140
台州-1,http://122.231.41.93:4022/rtp/233.50.201.157:5140
湖州公共,http://122.231.41.93:4022/rtp/233.50.201.158:5140
金华新闻,http://122.231.41.93:4022/rtp/233.50.201.161:5140
丽水新闻,http://122.231.41.93:4022/rtp/233.50.201.162:5140
嘉兴新闻,http://122.231.41.93:4022/rtp/233.50.201.163:5140
桐乡新闻,http://122.231.41.93:4022/rtp/233.50.201.169:5140
杭州导视,http://122.231.41.93:4022/rtp/233.50.201.182:5140
之江记录,http://122.231.41.93:4022/rtp/233.50.202.25:5140
优优宝贝,http://122.231.41.93:4022/rtp/233.50.202.24:5140
YMG新闻,http://122.231.41.93:4022//rtp/233.50.201.159:5140
法制天地,http://122.231.41.93:4022/rtp/233.50.201.191:5140
金鹰卡通,http://122.231.41.93:4022/rtp/233.50.201.73:5140
哈哈炫动,http://122.231.41.93:4022/rtp/233.50.201.74:5140
动漫秀场,http://122.231.41.93:4022/rtp/233.50.201.184:5140
游戏风云,http://122.231.41.93:4022/rtp/233.50.201.183:5140
乐游,http://122.231.41.93:4022/rtp/233.50.201.185:5140
金色学堂,http://122.231.41.93:4022/rtp/233.50.201.186:5140
生活时尚,http://122.231.41.93:4022/rtp/233.50.201.187:5140
茶频道,http://122.231.41.93:4022/rtp/233.50.201.188:5140
